num_total_cells,total_non_ran_equipment,has_shared_ran,ran_vendor_type,mast_group,ps_traffic_mb,kwh_expected,noise_std,kwh_expected_noise
19,0,0,Vendor A,Tower,10893495.857707433,3728.0200000000004,149.12080000000003,3815.8304616077207
27,0,0,Vendor A,Tower,15733215.189343767,5022.660000000001,200.90640000000005,5075.2580167680635
18,0,0,Vendor A,Tower,15835195.80028631,3566.19,142.6476,3490.1479391631533
22,1,0,Vendor A,Disguised,44091971.15898922,4206.86,147.2401,4060.950714125349
24,0,1,Vendor B,Rooftop,22206185.472907316,3432.0,102.96,3235.7618769558376
18,0,1,Vendor A,Tower,24717650.631319243,3721.33,148.8532,3773.742192581029
27,0,1,Vendor B,Tower,25355383.04973946,2839.8,113.59200000000001,2667.4994988031162
24,0,1,Vendor B,Tower,11861314.31682795,2577.6000000000004,103.10400000000001,2587.449137564092
27,0,1,Vendor B,Rooftop,14602864.177624855,3801.0,114.03,3771.0774015061475
21,0,1,Vendor B,Rooftop,4864098.783536815,3063.0,91.89,3126.046512457956
24,2,1,Vendor B,Disguised,15451379.186913226,3479.84,121.79440000000001,3443.2463171722334
21,0,1,Vendor B,Tower,15115227.211921802,2315.4,92.616,2285.0880267263847
12,0,0,Vendor B,Rooftop,3018301.0475333324,1415.96,42.4788,1447.3927977030037
15,0,0,Vendor B,Tower,23582750.64900505,1922.9599999999998,76.91839999999999,1948.905604802391
21,0,1,Vendor B,Tower,16361454.490883188,2315.4,92.616,2344.8670309637505
16,0,0,Vendor A,Tower,25047856.34892868,3242.53,129.7012,3303.9693959151277
18,0,1,Vendor B,Other,528944.8196245783,2211.96,71.8887,2104.279032958736
18,1,0,Vendor A,Tower,12013084.254875174,3737.56,149.5024,3852.431622919478
19,0,1,Vendor A,Tower,8983376.801023357,3875.9300000000003,155.0372,3972.058148867328
27,0,1,Vendor A,Tower,15888778.179448465,5112.73,204.5092,4908.98001016604
15,0,1,Vendor B,Rooftop,1970941.813815301,2325.0,69.75,2308.0375657366317
21,0,1,Vendor B,Tower,14576885.263457067,2315.4,92.616,2311.7623767005666
21,0,1,Vendor B,Other,8249102.774641707,2500.62,81.27015,2489.7132809511995
4,0,1,Vendor B,Disguised,2392933.8798947157,906.64,31.732400000000002,917.2963168084624
8,0,0,Vendor B,Rooftop,0.0,1163.56,34.9068,1214.612716864665
30,1,1,Vendor B,Tower,18213320.599330343,3322.0,132.88,3468.9004838322417
3,0,0,Vendor B,Rooftop,1196100.7874110616,848.06,25.441799999999997,815.3233737908799
15,1,1,Vendor B,Tower,11112204.804039406,2011.0,80.44,2061.667065035165
3,0,0,Vendor B,Tower,2414235.427121489,603.44,24.137600000000003,636.3851414191759
8,0,0,Vendor B,Rooftop,0.0,1163.56,34.9068,1177.140893350492
20,0,1,Vendor B,Disguised,26192962.6175901,2613.2,91.462,2714.912810478417
16,0,0,Vendor A,Tower,6478948.283723856,3242.53,129.7012,3514.3152809074836
21,0,1,Vendor B,Tower,59099531.72040485,2315.4,92.616,2412.1798496912934
14,0,1,Vendor B,Tower,5386009.885342627,1703.6000000000001,68.144,1720.6738767298407
30,0,1,Vendor A,Rooftop,6244560.173870365,6383.87,191.5161,6587.191955193833
16,0,0,Vendor A,Tower,8447031.072100585,3242.53,129.7012,3261.3766861766853
21,0,1,Vendor B,Disguised,1761161.959052697,2719.86,95.19510000000001,2722.13640469054
21,0,1,Vendor B,Tower,24511119.738680933,2315.4,92.616,2283.0810977400865
4,0,0,Vendor B,Rooftop,238222.9903700276,911.16,27.334799999999998,954.913646403388
3,0,0,Vendor B,Tower,2515392.187904016,603.44,24.137600000000003,584.0049558914376
27,0,1,Vendor B,Rooftop,40754721.46856343,3801.0,114.03,3979.8145460762958
27,0,0,Vendor B,Tower,131828856.22879218,3242.4799999999996,129.6992,3307.9644620075733
16,0,1,Vendor A,Tower,8253514.911485644,3412.13,136.48520000000002,3226.3919925857094
21,0,1,Vendor B,Tower,35315454.53184683,2315.4,92.616,2349.7018094499786
4,0,0,Vendor B,Rooftop,729213.8313132467,911.16,27.334799999999998,855.5270551459262
22,0,1,Vendor A,Disguised,26397609.892801143,4182.83,146.39905000000002,4275.413537099663
21,6,1,Vendor B,Disguised,6970870.102173251,4039.86,141.3951,4166.986612998817
15,0,1,Vendor A,Disguised,4117082.740138933,3359.4900000000002,117.58215000000001,3290.5565621355972
21,0,1,Vendor B,Tower,16211165.824515896,2315.4,92.616,2326.870813915781
24,6,1,Vendor A,Rooftop,67583896.06291321,6085.67,182.5701,6453.10590271064
4,0,0,Vendor A,Tower,734252.9190708147,1300.5700000000002,52.02280000000001,1274.5239823714035
20,0,0,Vendor A,Tower,13551880.864082487,3889.8500000000004,155.59400000000002,3728.5308907191293
22,0,0,Vendor A,Tower,44298750.43143597,4213.51,168.5404,4470.778549691697
19,0,0,Vendor A,Tower,11527723.281360652,3728.0200000000004,149.12080000000003,4032.47668503885
24,0,0,Vendor B,Tower,32879336.898094736,2912.6,116.504,2913.03059237874
27,0,1,Vendor B,Tower,47897877.77969266,2839.8,113.59200000000001,2957.049996503728
15,0,0,Vendor A,Tower,30858333.303368986,3080.7000000000003,123.22800000000001,3250.5229156151804
27,0,1,Vendor B,Disguised,18374992.885895256,3359.8199999999997,117.5937,3273.6332474970595
21,1,0,Vendor B,Tower,22357527.051427342,2783.35,111.334,2729.8400146461995
15,0,1,Vendor B,Disguised,3847615.9682904477,2079.8999999999996,72.7965,2171.4614575244996
24,0,1,Vendor B,Disguised,26444203.992801797,3039.84,106.39440000000002,3224.5080056069887
27,0,1,Vendor B,Tower,35648213.82753792,2839.8,113.59200000000001,2904.4639934696693
40,3,0,Vendor B,Tower,74182075.07351144,5273.85,210.954,5091.477543206064
13,4,1,Vendor A,Tower,4259572.78651957,4017.9700000000003,160.71880000000002,4350.362802218629
20,0,1,Vendor A,Rooftop,2880905.1128711943,4562.97,136.8891,4490.861707450728
8,1,1,Vendor A,Rooftop,6527527.066278666,2510.2799999999997,75.30839999999999,2485.1677623546075
18,1,0,Vendor B,Tower,8695361.91565823,2453.4700000000003,98.13880000000002,2487.297705751114
18,2,1,Vendor B,Other,30927923.6540016,2651.96,86.1887,2789.3516991242227
27,0,1,Vendor B,Tower,49227503.75766832,2839.8,113.59200000000001,2938.48066223485
18,0,1,Vendor A,Tower,31050735.254962124,3721.33,148.8532,3783.5992959737614
15,0,0,Vendor A,Tower,4820020.987152194,3080.7000000000003,123.22800000000001,3138.3223857597104
18,0,0,Vendor A,Tower,10210774.977999188,3566.19,142.6476,3572.402668322341
18,0,1,Vendor B,Pole,915762.3142751972,1685.82,33.7164,1704.7438802758247
10,0,0,Vendor A,Tower,1002047.2601791413,2271.55,90.86200000000001,2052.9545814022285
15,0,1,Vendor A,Rooftop,3709389.4986358713,3652.52,109.5756,3620.1632320847843
24,1,1,Vendor A,Tower,17032460.56456975,4916.339999999999,196.65359999999998,4964.026613498936
18,0,1,Vendor B,Pole,3306426.3705562023,1685.82,33.7164,1647.4552269086369
3,0,0,Vendor A,Disguised,93392.68708548497,1248.22,43.68770000000001,1265.212196759756
15,0,0,Vendor B,Disguised,51788186.82218455,1872.8700000000001,65.55045000000001,1859.51466513063
21,0,1,Vendor A,Tower,8354079.226959543,4185.13,167.4052,4489.56939803434
18,0,0,Vendor B,Rooftop,12258331.243422102,1794.56,53.8368,1881.2763542119799
21,0,1,Vendor B,Disguised,4146907.4289858406,2719.86,95.19510000000001,2675.8770973800897
18,0,1,Vendor B,Rooftop,10406540.85693485,2694.0,80.82,2681.8368368618058
18,2,1,Vendor B,Tower,18241198.315583248,2493.2,99.728,2485.836253168944
4,0,0,Vendor B,Rooftop,727050.6086580668,911.16,27.334799999999998,898.8972450096581
24,0,1,Vendor B,Disguised,17115355.64969047,3039.84,106.39440000000002,3060.6605445319196
22,4,1,Vendor A,Rooftop,36593948.665664814,5456.709999999999,163.70129999999997,5333.979497280028
19,1,0,Vendor A,Tower,9222155.178450832,3899.3900000000003,155.97560000000001,3726.9697993141153
27,0,1,Vendor B,Tower,31336616.3075175,2839.8,113.59200000000001,2911.4233232189817
18,0,1,Vendor B,Pole,9471581.614347542,1685.82,33.7164,1707.1796544516892
21,0,1,Vendor B,Tower,17521279.922700815,2315.4,92.616,2242.0930533455203
19,0,1,Vendor A,Rooftop,16833931.498516303,4380.88,131.4264,4500.147978617745
9,0,1,Vendor B,Pole,12058731.404010167,1082.9099999999999,21.658199999999997,1069.3171931015352
16,0,0,Vendor A,Tower,10418416.971813528,3242.53,129.7012,3275.5326556454406
30,7,1,Vendor B,Rooftop,36671908.88356171,5710.0,171.29999999999998,5852.268384073121
10,0,0,Vendor B,Rooftop,3547913.8813178446,1289.76,38.6928,1288.460091265577
27,0,1,Vendor B,Disguised,9843441.711066827,3359.8199999999997,117.5937,3413.722482659718
18,0,1,Vendor A,Other,22669044.93987413,3553.35,115.483875,3494.2084070747246
16,2,0,Vendor A,Tower,19502391.16511888,3585.2700000000004,143.41080000000002,3557.2049912627176
27,0,1,Vendor B,Tower,35531641.35083958,2839.8,113.59200000000001,2816.512028086863
21,0,1,Vendor B,Rooftop,30459530.734727636,3063.0,91.89,2995.1594756772943
30,0,1,Vendor A,Rooftop,4101094.535909857,6383.87,191.5161,6350.104513818284
21,0,1,Vendor B,Other,26410816.577106055,2500.62,81.27015,2377.8782688860283
13,0,0,Vendor A,Tower,967797.9920160936,2757.04,110.2816,2703.4033806224543
25,0,1,Vendor A,Tower,23733085.967939213,4803.53,192.1412,4749.104360385613
21,0,1,Vendor B,Tower,24028321.616629187,2315.4,92.616,2291.7948060524836
18,0,0,Vendor B,Tower,37319911.57518425,2252.84,90.1136,2231.182568460657
9,0,1,Vendor B,Pole,3622796.4750536955,1082.9099999999999,21.658199999999997,1081.5731244870508
18,0,1,Vendor B,Tower,10231936.405749999,2053.2,82.128,2092.9555639125097
21,0,1,Vendor B,Tower,23647794.44620653,2315.4,92.616,2397.8275543892023
21,2,1,Vendor A,Tower,31827230.68658154,4719.95,188.798,4598.856093513609
24,10,1,Vendor B,Tower,16086279.838833075,4777.6,191.104,4553.108990082951
15,0,0,Vendor B,Pole,4597908.638521864,1645.96,32.919200000000004,1612.0117165320623
16,0,1,Vendor A,Disguised,16694723.455188226,3477.11,121.69885000000002,3418.3206304729333
27,0,1,Vendor B,Disguised,38757897.90736353,3359.8199999999997,117.5937,3318.6900937175683
14,1,1,Vendor B,Tower,20838368.986470126,1923.6000000000001,76.944,1865.2565198136788
18,0,0,Vendor A,Tower,30896946.024535514,3566.19,142.6476,3386.0130318171664
27,1,1,Vendor B,Other,26992896.255418744,3297.94,107.18305000000001,3249.412153822903
17,0,0,Vendor A,Rooftop,6137817.27957185,3444.02,103.3206,3462.8162128450085
16,0,1,Vendor A,Other,12316699.896748109,3135.77,101.912525,3197.001104639569
24,10,1,Vendor B,Tower,16634246.39947202,4777.6,191.104,4672.253045701192
15,0,1,Vendor B,Tower,1885799.274997321,1791.0,71.64,1761.6558844870872
21,0,1,Vendor B,Disguised,14209525.118284091,2719.86,95.19510000000001,2633.058155900678
24,1,1,Vendor B,Tower,24335313.31059549,2797.6000000000004,111.90400000000001,2794.0840423176
21,0,0,Vendor B,Other,21747424.641576473,2297.5299999999997,74.669725,2235.043525164931
27,0,1,Vendor B,Tower,62423432.157641634,2839.8,113.59200000000001,2905.654713727108
10,0,0,Vendor A,Tower,7373399.905455898,2271.55,90.86200000000001,2114.942780899643
24,10,1,Vendor B,Tower,16748449.076651437,4777.6,191.104,4709.365292254669
18,0,0,Vendor A,Tower,10479292.660035476,3566.19,142.6476,3609.401945580015
27,2,0,Vendor B,Tower,43408673.45885203,3643.74,145.7496,3670.6325616632816
7,0,1,Vendor B,Rooftop,1687269.5667035785,1341.0,40.23,1453.8375029273955
1,0,0,Vendor A,Rooftop,514063.73037305265,541.94,16.258200000000002,547.6570637295034
28,3,1,Vendor B,Other,58877218.348315,3834.16,124.6102,3711.0639008143016
8,0,0,Vendor B,Rooftop,868607.480099702,1163.56,34.9068,1160.2324158738352
12,1,1,Vendor B,Disguised,2573746.016197816,1979.92,69.2972,1860.5791647943513
10,0,0,Vendor A,Rooftop,5076866.452192971,2174.36,65.2308,2169.10876515528
18,0,0,Vendor B,Tower,33198984.997618765,2252.84,90.1136,2179.007287161831
12,0,0,Vendor A,Tower,2867362.030037263,2595.21,103.8084,2691.9963319883645
18,0,0,Vendor A,Other,7031510.701540444,3648.2900000000004,118.56942500000002,3583.709745849938
27,0,1,Vendor B,Disguised,5924388.6314387005,3359.8199999999997,117.5937,3346.1170835876287
5,0,1,Vendor B,Rooftop,660649.521906245,1095.0,32.85,1074.319704277936
25,0,0,Vendor A,Tower,11400969.649394667,4699.0,187.96,5037.469003964989
18,0,0,Vendor B,Tower,3858749.939519342,2252.84,90.1136,2224.076852699166
18,0,1,Vendor A,Rooftop,32128879.100343566,4198.79,125.96369999999999,4436.088855567205
12,0,1,Vendor B,Tower,9647365.66191063,1528.8000000000002,61.15200000000001,1579.4065645485894
18,0,1,Vendor A,Other,10406351.2635706,3553.35,115.483875,3609.4593230824003
21,0,1,Vendor B,Tower,29652522.379411653,2315.4,92.616,2349.8036810370904
21,0,1,Vendor B,Tower,9987805.212908274,2315.4,92.616,2352.1606957328595
18,0,1,Vendor B,Disguised,9888801.63658806,2399.88,83.99580000000002,2243.3049347935257
21,4,1,Vendor A,Tower,14615461.452458045,5254.77,210.19080000000002,5196.477019665273
15,0,0,Vendor A,Tower,11091704.241308808,3080.7000000000003,123.22800000000001,3186.6275484778657
24,0,1,Vendor A,Rooftop,20882765.922307517,5291.33,158.7399,5283.573756252993
15,0,0,Vendor A,Tower,33896583.69027376,3080.7000000000003,123.22800000000001,2912.3177738561344
24,0,1,Vendor A,Tower,40239722.72634838,4648.929999999999,185.95719999999997,4639.195221581886
6,0,0,Vendor A,Rooftop,469756.62350036553,1448.84,43.465199999999996,1524.835296222104
18,2,1,Vendor A,Tower,5637673.85347021,4256.15,170.24599999999998,4473.811207145611
24,0,1,Vendor B,Tower,63920030.34950959,2577.6000000000004,103.10400000000001,2571.2150597291698
21,1,1,Vendor B,Tower,13820431.432763051,2535.4,101.41600000000001,2633.751844859692
21,0,1,Vendor B,Tower,17395734.997855607,2315.4,92.616,2281.703191656471
21,0,1,Vendor A,Rooftop,9166965.76966564,4745.0599999999995,142.35179999999997,4508.605614241186
9,0,0,Vendor A,Tower,2139314.09906617,2109.7200000000003,84.38880000000002,2033.1302444321682
16,0,0,Vendor A,Tower,17544649.948574163,3242.53,129.7012,3451.708894086273
24,0,1,Vendor B,Rooftop,6581082.157048653,3432.0,102.96,3403.9052967942503
19,0,0,Vendor A,Tower,15363242.011160983,3728.0200000000004,149.12080000000003,3691.9024800623547
24,14,1,Vendor B,Rooftop,52222422.12287275,6512.0,195.35999999999999,6453.68627340738
25,8,0,Vendor A,Tower,30348322.362501726,6069.96,242.79840000000002,6550.34342026007
21,0,1,Vendor B,Tower,26516074.41280092,2315.4,92.616,2470.9947822357326
28,0,1,Vendor A,Rooftop,42777817.34807508,6019.6900000000005,180.5907,6434.017636678585
16,0,1,Vendor A,Tower,22176640.323639467,3412.13,136.48520000000002,3390.491585353913
19,0,0,Vendor A,Tower,10489707.736976922,3728.0200000000004,149.12080000000003,3772.3654354607806
19,2,0,Vendor A,Tower,6090143.5676237475,4070.76,162.83040000000003,3831.1461420810183
26,3,1,Vendor B,Tower,50716926.80334791,3412.4,136.496,3620.0695309469706
18,6,0,Vendor B,Tower,9214020.534937058,3456.62,138.2648,3298.8702156137347
24,1,1,Vendor A,Tower,15279104.59978057,4916.339999999999,196.65359999999998,4959.155051886528
18,0,1,Vendor B,Disguised,8933677.61174481,2399.88,83.99580000000002,2309.458652810061
12,0,0,Vendor A,Other,708967.7008738196,2439.53,79.28472500000001,2393.285781955912
27,0,1,Vendor B,Disguised,19769824.596263934,3359.8199999999997,117.5937,3262.7918220647475
27,0,1,Vendor A,Rooftop,11904958.887678908,5837.6,175.12800000000001,5732.108826968451
18,0,1,Vendor B,Disguised,47945967.26647732,2399.88,83.99580000000002,2355.020521618907
24,0,1,Vendor A,Disguised,21311069.100438815,4418.07,154.63245,4334.098115109626
27,0,1,Vendor B,Disguised,6245206.92534651,3359.8199999999997,117.5937,3459.2579059744153
18,0,0,Vendor A,Tower,11921820.337247238,3566.19,142.6476,3412.0158919617866
26,3,1,Vendor B,Tower,11179215.122557951,3412.4,136.496,3442.636193200026
24,0,1,Vendor B,Tower,41055861.86853979,2577.6000000000004,103.10400000000001,2706.28568691573
24,2,1,Vendor B,Tower,9911667.27537612,3017.6000000000004,120.70400000000002,2956.286615211026
18,0,1,Vendor B,Tower,4027960.8848840827,2053.2,82.128,1995.0772992333968
21,0,1,Vendor B,Tower,35126102.06533548,2315.4,92.616,2294.1478647075487
21,0,1,Vendor B,Tower,8716473.126616757,2315.4,92.616,2427.280432701276
21,0,0,Vendor B,Tower,28086632.16430734,2582.72,103.30879999999999,2602.851077206284
33,0,1,Vendor B,Rooftop,0.0,4539.0,136.17,4467.237884206634
24,0,1,Vendor B,Rooftop,19180098.92045715,3432.0,102.96,3482.1832966613915
8,0,1,Vendor B,Tower,1507185.7850299098,1179.2,47.168,1128.3366492428518
18,1,1,Vendor B,Tower,6139245.993403854,2273.2,90.928,2336.0066480144956
24,1,1,Vendor B,Tower,7989493.69093111,2797.6000000000004,111.90400000000001,2843.70050597996
18,1,1,Vendor B,Tower,5157393.316749141,2273.2,90.928,2245.3831877488446
27,0,1,Vendor B,Rooftop,8010676.271258369,3801.0,114.03,3706.568870890457
12,0,1,Vendor A,Rooftop,4221418.366311401,3106.25,93.1875,3024.7117061658814
24,0,1,Vendor B,Rooftop,4718718.5082877595,3432.0,102.96,3487.5089090694037
27,0,0,Vendor B,Tower,37941596.76558794,3242.4799999999996,129.6992,3405.8607211818835
16,1,0,Vendor A,Disguised,25851096.517018005,3322.2200000000003,116.27770000000002,3248.93569100557
24,7,1,Vendor A,Tower,28015814.7708846,6520.799999999999,260.832,6641.464762617336
28,0,1,Vendor A,Other,30917941.091289174,5641.25,183.34062500000002,5271.3014896943005
30,0,1,Vendor B,Tower,28296857.404462263,3102.0,124.08,3030.3022151711643
20,0,0,Vendor A,Tower,12968115.821833914,3889.8500000000004,155.59400000000002,3885.020417053921
12,0,0,Vendor A,Tower,976127.3209800862,2595.21,103.8084,2502.4746480831777
18,0,1,Vendor A,Other,19013094.949078493,3553.35,115.483875,3446.8279154910824
18,0,0,Vendor A,Tower,12421072.478658516,3566.19,142.6476,3472.1938122819247
21,0,0,Vendor B,Other,19833250.82964862,2297.5299999999997,74.669725,2319.4518738775264
21,0,0,Vendor B,Tower,29061358.301953048,2582.72,103.30879999999999,2563.4395897219806
15,0,0,Vendor B,Tower,122445.09524402628,1922.9599999999998,76.91839999999999,1758.2806290156766
15,1,1,Vendor A,Rooftop,9916852.345202632,3784.91,113.54729999999999,3551.610291771384
18,0,1,Vendor B,Tower,6834405.249128595,2053.2,82.128,2003.9594421900983
27,0,1,Vendor B,Tower,25449043.505043127,2839.8,113.59200000000001,2892.2683504398583
27,0,1,Vendor B,Tower,22479223.784265816,2839.8,113.59200000000001,2544.243696270222
20,0,1,Vendor A,Other,9447425.036690814,3970.9300000000003,129.055225,3906.95810700421
24,2,1,Vendor B,Tower,14819308.44653972,3017.6000000000004,120.70400000000002,2954.7436599586313
22,0,1,Vendor A,Tower,29218546.196173508,4339.73,173.58919999999998,4587.547856788821
13,0,0,Vendor A,Disguised,10163603.24865971,2722.62,95.2917,2686.176719035985
27,1,1,Vendor B,Disguised,18336313.124552753,3579.8199999999997,125.2937,3628.1291664713563
15,0,0,Vendor B,Tower,1492008.1354269271,1922.9599999999998,76.91839999999999,1933.856027047868
15,0,1,Vendor A,Other,5933130.87379517,2926.98,95.12685,2731.163650973891
14,0,1,Vendor B,Tower,1656321.388983775,1703.6000000000001,68.144,1756.7613076072616
18,0,1,Vendor A,Disguised,8461384.856799863,3712.35,129.93225,3740.442713307659
18,0,1,Vendor B,Pole,6431277.447049285,1685.82,33.7164,1703.0443865952018
12,0,1,Vendor B,Disguised,1120534.1794206179,1759.92,61.59720000000001,2019.1702772556
6,0,0,Vendor B,Rooftop,2152713.606352507,1037.3600000000001,31.120800000000003,974.4867430974732
24,0,1,Vendor B,Rooftop,35760432.41268357,3432.0,102.96,3614.2489732355775
21,1,1,Vendor B,Tower,11341932.540545052,2535.4,101.41600000000001,2506.4151740186876
21,0,1,Vendor B,Tower,54745035.84242195,2315.4,92.616,2342.164765003905
16,0,0,Vendor A,Tower,3717221.5701296455,3242.53,129.7012,3236.632377079772
22,0,0,Vendor A,Other,48208085.51005276,4454.13,144.75922500000001,4393.139303481173
21,0,1,Vendor B,Tower,13353454.812708125,2315.4,92.616,2263.2212756617655
18,0,1,Vendor B,Other,11706242.57224318,2211.96,71.8887,2235.775246177691
5,0,0,Vendor B,Rooftop,4169823.230772324,974.26,29.2278,930.9103679094035
27,0,1,Vendor B,Tower,35924696.69135089,2839.8,113.59200000000001,2926.3525786707546
20,1,1,Vendor B,Rooftop,5865727.637577052,3160.0,94.8,3120.790064143705
15,0,0,Vendor A,Tower,17135484.721346114,3080.7000000000003,123.22800000000001,2944.544306007292
24,0,0,Vendor B,Tower,43277274.307624914,2912.6,116.504,2860.640751562136
24,0,0,Vendor B,Tower,53983392.77154041,2912.6,116.504,3062.807937207524
15,0,0,Vendor A,Tower,7626507.646340238,3080.7000000000003,123.22800000000001,3015.4330159367446
21,0,1,Vendor B,Tower,34490395.95379139,2315.4,92.616,2348.83768463698
16,0,0,Vendor A,Disguised,18445749.67202716,3164.94,110.7729,3084.9968257312426
10,1,1,Vendor B,Other,1033774.3035521567,1662.2,54.0215,1703.652518014435
15,0,0,Vendor A,Tower,4565492.454095677,3080.7000000000003,123.22800000000001,3166.342554348692
9,0,0,Vendor A,Tower,2131733.041518328,2109.7200000000003,84.38880000000002,2271.6344412864055
27,4,1,Vendor B,Tower,38362990.78394254,3719.8,148.792,3693.76899850717
9,0,0,Vendor A,Other,1224110.8829318723,1835.15,59.64237500000001,1875.4666401212473
30,0,1,Vendor B,Tower,30583598.974492572,3102.0,124.08,3114.1921176917326
24,0,0,Vendor B,Tower,22253334.233086705,2912.6,116.504,3067.555604272573
24,0,1,Vendor A,Tower,71263391.47610402,4648.929999999999,185.95719999999997,4517.161410727401
16,0,1,Vendor A,Other,14890966.283514014,3135.77,101.912525,3212.6220143808346
26,0,0,Vendor A,Tower,56457424.2048718,4860.83,194.4332,4823.121407493988
21,0,0,Vendor B,Tower,8759894.159095595,2582.72,103.30879999999999,2576.097302065069
16,0,1,Vendor A,Tower,10712750.335694913,3412.13,136.48520000000002,3424.6758643926423
23,0,1,Vendor B,Tower,7111697.581262294,2490.2,99.60799999999999,2515.452340389891
6,0,0,Vendor B,Pole,227772.1797548102,1070.1399999999999,21.4028,1067.655262141799
16,1,0,Vendor A,Rooftop,19874676.33269346,3334.1099999999997,100.02329999999999,3355.655638627193
19,2,0,Vendor A,Tower,7056881.105054033,4070.76,162.83040000000003,4336.009419424301
19,0,0,Vendor A,Tower,13692556.003734438,3728.0200000000004,149.12080000000003,3877.9057355747273
24,0,1,Vendor B,Other,57044530.978041224,2789.2799999999997,90.65159999999999,2869.1936217719744
21,0,1,Vendor B,Pole,17546667.427086666,1886.79,37.7358,1869.6779221996221
27,0,1,Vendor B,Tower,31462042.9401814,2839.8,113.59200000000001,2740.5646999263663
18,1,0,Vendor B,Tower,23006893.1412299,2453.4700000000003,98.13880000000002,2549.0363132575885
4,0,0,Vendor A,Rooftop,0.0,1086.08,32.5824,1115.0020989755174
18,0,0,Vendor B,Tower,15967113.138039958,2252.84,90.1136,2389.534242974482
20,0,0,Vendor A,Tower,9789718.896217367,3889.8500000000004,155.59400000000002,3797.0003424405777
18,0,0,Vendor B,Other,26967892.89967416,2065.63,67.132975,2050.277056089986
6,1,1,Vendor B,Other,3187802.4989737906,1277.32,41.5129,1211.041699225786
21,0,1,Vendor B,Tower,18498249.099638212,2315.4,92.616,2279.3347282813297
21,0,1,Vendor B,Disguised,17590056.885734893,2719.86,95.19510000000001,2816.402542090699
16,0,0,Vendor A,Other,9232992.801996915,3245.3700000000003,105.47452500000001,3196.5377322782383
4,0,0,Vendor B,Rooftop,2062679.0631485987,911.16,27.334799999999998,928.8366664834462
27,0,0,Vendor A,Tower,25707156.437033594,5022.660000000001,200.90640000000005,4984.532160716346
27,1,1,Vendor A,Tower,15868263.930298535,5380.139999999999,215.20559999999998,5450.332833998202
24,0,1,Vendor B,Tower,50284023.92574587,2577.6000000000004,103.10400000000001,2461.9434979593166
27,1,0,Vendor B,Tower,56122632.15758228,3443.1099999999997,137.7244,3454.865442440485
24,2,1,Vendor B,Tower,29688874.211477693,3017.6000000000004,120.70400000000002,2677.3202153416505
18,0,1,Vendor A,Tower,11948078.045852387,3721.33,148.8532,3693.6136395006456
27,5,1,Vendor A,Tower,24418607.847470503,6449.78,257.9912,6042.555943867452
18,0,1,Vendor A,Pole,22502760.80541804,3285.98,65.7196,3366.2010495486525
21,3,1,Vendor B,Tower,22540699.48580766,2975.4,119.016,3069.3775170119657
27,0,0,Vendor A,Tower,29125132.933533184,5022.660000000001,200.90640000000005,5117.297732609217
21,0,1,Vendor B,Other,9794042.512429168,2500.62,81.27015,2627.338623225296
9,0,1,Vendor B,Other,3629549.851197401,1345.98,43.744350000000004,1305.1038097921148
24,1,1,Vendor A,Rooftop,51427662.20961107,5423.72,162.7116,5715.6202573312685
16,0,0,Vendor A,Disguised,940356.2228787136,3164.94,110.7729,3269.9045759594387
24,0,0,Vendor B,Other,17384482.110305395,2529.43,82.206475,2510.0581848221823
21,0,1,Vendor B,Rooftop,10895659.21632422,3063.0,91.89,3169.150060637994
30,0,1,Vendor A,Rooftop,7699406.373450004,6383.87,191.5161,6175.474311599859
18,0,0,Vendor A,Tower,33542054.89356096,3566.19,142.6476,3450.4933904667573
18,0,1,Vendor B,Rooftop,7221441.107007632,2694.0,80.82,2645.260071779047
15,0,0,Vendor B,Tower,2139374.4588099914,1922.9599999999998,76.91839999999999,1882.6993231453341
37,0,0,Vendor B,Rooftop,9975254.12292761,2993.46,89.8038,2900.0650846583762
6,0,0,Vendor A,Tower,0.0,1624.23,64.9692,1705.6686091769284
33,0,1,Vendor B,Tower,28260225.72182243,3364.2000000000003,134.568,3329.5461964411506
25,1,1,Vendor A,Rooftop,23885927.254848305,5605.81,168.17430000000002,5665.406843641527
27,0,1,Vendor A,Rooftop,50193039.32835437,5837.6,175.12800000000001,5738.565191671501
24,5,0,Vendor A,Tower,35036550.13777847,5394.02,215.76080000000002,5015.167398971935
18,1,0,Vendor A,Tower,12462675.647726392,3737.56,149.5024,3778.1530776720733
12,0,0,Vendor B,Rooftop,3224861.024237658,1415.96,42.4788,1337.0157752257865
18,0,0,Vendor B,Tower,37790652.8704208,2252.84,90.1136,2246.663621101438
9,0,0,Vendor A,Pole,2152142.3772807694,2161.17,43.223400000000005,2102.8287054650928
15,0,0,Vendor A,Rooftop,4524484.118418588,3081.2599999999998,92.4378,3270.545806281487
12,0,0,Vendor B,Rooftop,4416093.9355150955,1415.96,42.4788,1455.207683081086
21,0,1,Vendor B,Tower,37329435.6723198,2315.4,92.616,2325.2152384697056
2,0,0,Vendor A,Rooftop,979706.4253822183,723.3199999999999,21.699599999999997,751.2683600208468
21,0,1,Vendor B,Tower,6582093.990099002,2315.4,92.616,2238.3294797856565
18,1,1,Vendor B,Rooftop,2774253.722358562,2914.0,87.42,2961.9003993522315
29,7,1,Vendor B,Tower,20787459.093136057,4554.6,182.18400000000003,4591.148123430713
